pokemonName,attackName,text,effect_type,param1,param2
Melmetal ex,Metal Arms,"If this Pokémon has a Pokémon Tool attached, this attack does 50 more damage.",bonus_damage_if_tool,50,
Tauros ex,Wild Tackle,"Flip a coin. If tails, this Pokémon also does 30 damage to itself.",flip_self_damage_if_tails,30,
Mega Blaziken ex,Mega Burning,Discard Fire{R} Energy from this Pokémon. Your opponent's Active Pokémon is now Burned.,discard_energy_specific_inflict_status,fire,1
Mega Gyarados ex,Mega Blaster,Discard the top 3 cards of your opponent's deck.,discard_top_opponent_deck,3,
Mega Altaria ex,Mega Harmony,This attack does 30 more damage for each of your Benched Pokémon.,bonus_damage_for_each_bench,30,
Rowlet,Skill Dive,This attack does 10 damage to 1 of your opponent's Pokémon.,bench_damage_one,opponent,10
Dartrix,Skill Dive,This attack does 20 damage to 1 of your opponent's Pokémon.,bench_damage_one,opponent,20
Moltres,Sky Attack,"Flip a coin. If tails, this attack does nothing.",flip_do_nothing_if_tails,,
Litten,Heat Tackle,This Pokémon also does 10 damage to itself.,self_damage_fixed_amount,10,
Torracat,Heat Tackle,This Pokémon also does 10 damage to itself.,self_damage_fixed_amount,10,
Poliwag,Call for Family,Put 1 random Poliwag from your deck onto your Bench.,search_specific_into_bench,Poliwag,
Articuno,Ice Beam,"Flip a coin. If heads, your opponent's Active Pokémon is now Paralyzed.",flip_inflict_status_if_heads,paralysis,
Manaphy,Oceanic Gift,"Choose 2 of your Benched Pokémon. For each of those Pokémon, take a {W} Energy from your Energy Zone and attach it to that Pokémon.",attach_energy_to_multiple_bench,water,2
Popplio,Sing,Your opponent's Active Pokémon is now Asleep.,inflict_status,asleep,
Zapdos,Raging Thunder,This attack also does 30 damage to 1 of your Benched Pokémon.,bench_damage_one,self,30
Golem,Guard Press,"During your opponent's next turn, this Pokémon takes −30 damage from attacks.",reduce_incoming_damage_next_turn,30,
Rockruff,Signs of Evolution,Put a random card that evolves from Rockruff from your deck into your hand.,search_evolution_of_self,,
Meowth,Pay Day,Draw a card.,draw_cards,1,
Persian,Shadow Claw,"Flip a coin. If heads, discard a random card from your opponent's hand.",flip_discard_random_from_opponent_hand,1,
Bidoof,Super Fang,"Halve your opponent's Active Pokémon's remaining HP, rounded down.",halve_opponent_hp,,
Decidueye ex,Pierce the Pain,This attack does 100 damage to 1 of your opponent's Pokémon that have damage on them.,bench_damage_to_damaged_only,100,
Incineroar ex,Fire Fang,Your opponent's Active Pokémon is now Burned.,inflict_status,burned,
Incineroar ex,Scar-Charged Smash,"If this Pokémon has damage on it, this attack does 60 more damage.",bonus_damage_if_self_damaged,60,
Palkia ex,Dimensional Storm,Discard 3 {W} Energy from this Pokémon. This attack also does 20 damage to each of your opponent's Benched Pokémon.,discard_energy_and_bench_damage,water,3|20
Primarina ex,Hydro Pump,"If this Pokémon has at least 1 extra {W} Energy attached, this attack does 40 more damage.",extra_damage_if_extra_energy_attached,water,1|40
Primarina ex,Sparkling Aria,Heal 20 damage from this Pokémon.,heal_self,20,
Pikachu ex,Thunderbolt,Discard all Energy from this Pokémon.,discard_energy_all,,
Tapu Koko ex,Plasma Hurricane,Take a {L} Energy from your Energy Zone and attach it to this Pokémon.,attach_energy_from_zone,lightning,1
Lycanroc ex,Lycanfang,Discard a {F} Energy from this Pokémon.,discard_energy_specific,fighting,1
Alolan Dugtrio ex,Triplet Headbutt,Flip 3 coins. This attack does 60 damage for each heads.,flip_multiplier,3,60
Dialga ex,Metallic Turbo,Take 2 {M} Energy from your Energy Zone and attach it to 1 of your Benched Pokémon.,attach_multiple_energy_to_bench_one,metal,2
Bibarel ex,Carefree Press,Heal 30 damage from this Pokémon.,heal_self,30,
Arceus ex,Ultimate Force,This attack does 20 more damage for each of your Benched Pokémon.,bonus_damage_for_each_bench,20,
