set,number,pokemonName,attackName,effect_type,param1,param2,effect_text,damageBase,damageNotation
A4a,80,Suicune ex,Crystal Waltz,bonus_damage_for_each_bench,20,,This attack does 20 damage for each Benched Pokémon (both yours and your opponent's).,,,
A4a,81,Raikou ex,Voltaic Bullet,bench_damage_one,10,,This attack also does 10 damage to 1 of your opponent's Benched Pokémon.,60.0,60.0
A4a,82,Poliwrath ex,Hydro Knuckle,bonus_damage_per_energy_attached,w,40,"If this Pokémon has any {W} Energy attached, this attack does 40 more damage.",100.0,100.0
A4a,86,Jumpluff ex,Breeze-By Attack,switch_self_with_bench,,,You may switch this Pokémon with 1 of your Benched Pokémon.,70.0,70.0
A4a,87,Entei ex,Blazing Beatdown,extra_damage_if_extra_energy_attached,2|60,r,"If this Pokémon has at least 2 extra {R} Energy attached, this attack does 60 more damage.",60.0,60.0
A4a,88,Raikou ex,Voltaic Bullet,bench_damage_one,10,,This attack also does 10 damage to 1 of your opponent's Benched Pokémon.,60.0,60.0
A4a,89,Poliwrath ex,Hydro Knuckle,bonus_damage_per_energy_attached,w,40,"If this Pokémon has any {W} Energy attached, this attack does 40 more damage.",100.0,100.0
A4a,90,Suicune ex,Crystal Waltz,bonus_damage_for_each_bench,20,,This attack does 20 damage for each Benched Pokémon (both yours and your opponent's).,,
A4a,93,Psyduck,Headache,prevent_supporter_next_turn,,,Your opponent can't use any Supporter cards from their hand during their next turn.,10.0,10.0
A4a,96,Kingler,KO Crab,flip_both_heads_bonus,80,,"Flip 2 coins. If both of them are heads, this attack does 80 more damage.",80.0,80.0
A4a,100,Paldean Wooper,Poison Jab,inflict_status,poisoned,,Your opponent's Active Pokémon is now Poisoned.,10.0,10.0
A4a,101,Infernape ex,Flare Blitz,discard_energy_specific,r,all,Discard all {R} Energy from this Pokémon.,140.0,140.0
A4a,102,Mew ex,Genome Hacking,copy_opponent_attack,,,Choose 1 of your opponent's Active Pokémon's attacks and use it as this attack.,,
A4a,103,Garchomp ex,Linear Attack,bench_damage_one,50,,This attack does 50 damage to 1 of your opponent's Pokémon.,,
A4a,104,Paldean Clodsire ex,Venoshock,bonus_damage_if_opponent_poisoned,60,,"If your opponent's Active Pokémon is Poisoned, this attack does 60 more damage.",60.0,60.0
A4a,105,Mantyke,Splashy Toss,attach_energy_from_zone,w,,Take a {W} Energy from your Energy Zone and attach it to 1 of your Benched Basic Pokémon.,,
B1,001,Pinsir,X-Scissor,flip_bonus_damage_if_heads,1,50,"Flip a coin. If heads, this attack does 50 more damage.",50,50
B1,002,Mega Pinsir ex,Critical Scissors,flip_bonus_damage_if_heads,1,70,"Flip a coin. If heads, this attack does 70 more damage.",80,80
B1,004,Silcoon,Harden,prevent_damage_if_under_threshold,40,,"During your opponent's next turn, prevent all damage done to this Pokémon by attacks if that damage is 40 or less.",,
B1,005,Beautifly,Skill Dive,bench_damage_one,opponent,50,This attack does 50 damage to 1 of your opponent's Pokémon.,,
B1,006,Cascoon,Harden,prevent_damage_if_under_threshold,40,,"During your opponent's next turn, prevent all damage done to this Pokémon by attacks if that damage is 40 or less.",,
B1,007,Dustox,Select Powder,inflict_status_choice,poisoned;confused,,"Choose either Poisoned or Confused. Your opponent's Active Pokémon is now affected by that Special Condition.",60,60
B1,010,Shiftry,Nipping Cyclone,discard_random_from_opponent_hand,1,,Discard a random card from your opponent's hand.,70,70
B1,014,Simisage,Fury Swipes,flip_multiplier,3,40,Flip 3 coins. This attack does 40 damage for each heads.,40,40
B1,016,Whimsicott ex,Grass Knot,bonus_damage_per_retreat_cost,30,,"This attack does 30 more damage for each Energy in your opponent's Active Pokémon's Retreat Cost.",40,40
B1,019,Maractus,Dazzle Dance,inflict_status,confused,,Your opponent's Active Pokémon is now Confused.,40,40
B1,020,Virizion,Sacred Sword,self_lock_specific_attack,,,"During your next turn, this Pokémon can't use Sacred Sword.",110,110
B1,022,Gogoat,Double-Edge,self_damage_fixed_amount,20,,This Pokémon also does 20 damage to itself.,100,100
B1,024,Trevenant,Horn Leech,heal_self,20,,Heal 20 damage from this Pokémon.,60,60
B1,029,Arcanine,Fire Fang,flip_inflict_status_if_heads,burned,,"Flip a coin. If heads, your opponent's Active Pokémon is now Burned.",50,50
B1,031,Rapidash ex,Sprinting Flare,bench_damage_one,opponent,20,This attack also does 20 damage to 1 of your opponent's Benched Pokémon.,110,110
B1,032,Ho-Oh,Blessed Burn,heal_type_pokemon,30,basic,Heal 30 damage from each of your Benched Basic Pokémon.,100,100
B1,035,Blaziken,Blaze Kick,discard_energy_specific,fire,1,Discard a {R} Energy from this Pokémon.,100,100
B1,036,Mega Blaziken ex,Mega Burning,discard_energy_specific_inflict_status,fire,1,"Discard Fire{R} Energy from this Pokémon. Your opponent's Active Pokémon is now Burned.",120,120
B1,038,Simisear,Fury Swipes,flip_multiplier,3,40,Flip 3 coins. This attack does 40 damage for each heads.,40,40
B1,039,Darumaka,Reckless Charge,self_damage_fixed_amount,10,,This Pokémon also does 10 damage to itself.,50,50
B1,040,Darmanitan,Darmani-Hands,flip_multiplier_bonus,2,30,Flip 2 coins. This attack does 30 more damage for each heads.,80,80
B1,044,Heatmor,Tongue Whip,bench_damage_one,opponent,30,This attack does 30 damage to 1 of your opponent's Benched Pokémon.,,
B1,046,Pyroar,Fire Blast,discard_energy_specific,fire,2,Discard 2 {R} Energy from this Pokémon.,130,130
B1,047,Turtonator,Shell Trap,counter_on_hit_next_turn,20,,"During your opponent's next turn, if this Pokémon is damaged by an attack, do 20 damage to the Attacking Pokémon.",40,40
B1,050,Magikarp,Waterfall Evolution,auto_evolve_random,,,"Put a random card from your deck that evolves from this Pokémon onto this Pokémon to evolve it.",,
B1,051,Gyarados,Hammering Tail,discard_top_opponent_deck,1,,Discard the top card of your opponent's deck.,100,100
B1,052,Mega Gyarados ex,Mega Blaster,discard_top_opponent_deck,3,,Discard the top 3 cards of your opponent's deck.,140,140
B1,055,Ludicolo,Rhythmic Steps,bonus_damage_if_hand_count,60,"1;3;5","If you have exactly 1, 3, or 5 cards in your hand, this attack does 60 more damage.",60,60
B1,057,Wailord,Whale Pump,bonus_damage_per_energy_attached,10,water,"This attack does 10 more damage for each {W} Energy attached to this Pokémon.",60,60
B1,060,Luvdisc,Paired Tackle,bonus_damage_if_hand_count,30,"2;4;6","If you have exactly 2, 4, or 6 cards in your hand, this attack does 30 more damage.",30,30
B1,062,Simipour,Fury Swipes,flip_multiplier,3,40,Flip 3 coins. This attack does 40 damage for each heads.,40,40
B1,065,Seismitoad,Split Spiral Punch,inflict_status,confused,,Your opponent's Active Pokémon is now Confused.,90,90
B1,067,Carracosta,Blocking Shell,prevent_damage_from_basic_next_turn,,,"Prevent all damage done to this Pokémon by attacks from Basic Pokémon during your opponent's next turn.",100,100
B1,070,Keldeo,Sacred Sword,self_lock_specific_attack,,,"During your next turn, this Pokémon can't use Sacred Sword.",110,110
B1,072,Frogadier,Bounce,switch_self_with_bench,,,Switch this Pokémon with 1 of your Benched Pokémon.,40,40
B1,075,Avalugg,Frost Barrier,reduce_incoming_damage_next_turn,20,,"During your opponent's next turn, this Pokémon takes −20 damage from attacks.",70,70
B1,077,Drednaw,Jaw Lock,inflict_effect,retreat_lock,,"During your opponent's next turn, the Defending Pokémon can't retreat.",70,70
B1,079,Barraskewda,Double-Edge,self_damage_fixed_amount,20,,This Pokémon also does 20 damage to itself.,80,80
B1,084,Ampharos,Zapping Bullet,random_single_target_damage,20,,"1 of your opponent's Benched Pokémon is chosen at random. This attack also does 20 damage to it.",90,90
B1,085,Mega Ampharos ex,Lightning Lancer,random_multi_target_damage,3,20,"1 of your opponent's Benched Pokémon is chosen at random 3 times. For each time a Pokémon was chosen, also do 20 damage to it.",100,100
B1,088,Luxray,Flash Impact,bench_damage_one,self,20,This attack also does 20 damage to 1 of your Benched Pokémon.,110,110
B1,089,Pachirisu,Attack the Wound,bonus_damage_if_opponent_damaged,30,,"If your opponent's Active Pokémon has damage on it, this attack does 30 more damage.",30,30
B1,094,Dedenne,Electric Nibbling,discard_energy_type_from_opponent,lightning,1,Discard a {L} Energy from your opponent's Active Pokémon.,20,20
B1,095,Yamper,Roar,force_opponent_switch,,,Switch out your opponent's Active Pokémon to the Bench. (Your opponent chooses the new Active Pokémon.),,
B1,099,Misdreavus,Double Spin,flip_multiplier,2,20,Flip 2 coins. This attack does 20 damage for each heads.,20,20
B1,101,Sableye,Dirty Throw,discard_from_hand_required,1,,"Discard a card from your hand. If you can't, this attack does nothing.",70,70
B1,102,Mega Altaria ex,Mega Harmony,bonus_damage_for_each_bench,30,,"This attack does 30 more damage for each of your Benched Pokémon.",40,40
B1,103,Duskull,Ambush,flip_bonus_damage_if_heads,1,30,"Flip a coin. If heads, this attack does 30 more damage.",10,10
B1,106,Jirachi,Star Drop,bench_damage_one,opponent,30,This attack does 30 damage to 1 of your opponent's Pokémon.,,
B1,107,Drifloon,Wind Blast,bench_damage_one,opponent,20,This attack does 20 damage to 1 of your opponent's Benched Pokémon.,,
B1,108,Drifblim,Balloon Barrage,bonus_damage_per_energy_attached,20,,"This attack does 20 more damage for each Energy attached to this Pokémon.",20,20
B1,109,Chingling,Jingly Noise,inflict_effect,block_items,,"During your opponent's next turn, they can't play any Item cards from their hand.",10,10
B1,111,Cofagrigus,Soul Shot,discard_from_hand_required,2,,"Discard 2 cards from your hand. If you can't discard 2 cards, this attack does nothing.",120,120
B1,114,Gothitelle,Stellar Cradle,inflict_status_on_energy_attach,asleep,,"During your opponent's next turn, if they attach Energy from their Energy Zone to the Defending Pokémon, that Pokémon will be Asleep.",70,70
B1,116,Aromatisse,Confounding Cologne,inflict_status,confused,,Your opponent's Active Pokémon is now Confused.,40,40
B1,117,Swirlix,Cotton Guard,reduce_incoming_damage_next_turn,20,,"During your opponent's next turn, this Pokémon takes −20 damage from attacks.",10,10
B1,118,Slurpuff,Draining Kiss,heal_self,30,,Heal 30 damage from this Pokémon.,50,50
B1,119,Carbink,Guard Press,reduce_incoming_damage_next_turn,30,,"During your opponent's next turn, this Pokémon takes −30 damage from attacks.",30,30
B1,121,Indeedee ex,Psychic,bonus_damage_for_each_energy_on_opponent,30,,"This attack does 30 more damage for each Energy attached to your opponent's Active Pokémon.",30,30
B1,124,Hitmonchan ex,Quick Straight,ignore_weakness,,,This attack's damage isn't affected by Weakness.,50,50
B1,125,Sudowoodo,Fight Back,bonus_damage_if_self_damaged,50,,"If this Pokémon has damage on it, this attack does 50 more damage.",30,30
B1,127,Hariyama,Slapping Knockdown,discard_tools_before_damage,,,"Before doing damage, discard all Pokémon Tools from your opponent's Active Pokémon.",110,110
B1,129,Hippowdon,Crashing Fangs,flip_lock_self_if_tails,,,"Flip a coin. If tails, during your next turn, this Pokémon can't attack.",100,100
B1,132,Krookodile,Chomp Chomp Bite,flip_discard_energy_until_tails,,,"Flip a coin until you get tails. For each heads, discard a random Energy from your opponent's Active Pokémon.",90,90
B1,134,Archeops,Wild Spin,damage_all_opponent_stack,20,,"This attack does 20 damage to each of your opponent's Pokémon. During your next turn, this Pokémon's Wild Spin attack does +20 damage to each of your opponent's Pokémon.",,
B1,136,Golurk,Heavy Rocket,bonus_damage_per_retreat_cost_reveal,60,3,Reveal the top 3 cards of your deck. This attack does 60 damage for each Pokémon with a Retreat Cost of 3 or more you find there. Shuffle the revealed cards back into your deck.,60,60
B1,137,Terrakion,Sacred Sword,self_lock_specific_attack,,,"During your next turn, this Pokémon can't use Sacred Sword.",110,110
B1,140,Crabominable,Last-Chance Punch,bonus_damage_if_low_hp,60,30,"If this Pokémon's remaining HP is 30 or less, this attack does 60 more damage.",30,30
B1,143,Sandygast,Sand Attack,flip_block_attack_next_turn,,,"During your opponent's next turn, if the Defending Pokémon tries to use an attack, your opponent flips a coin. If tails, that attack doesn't happen.",20,20
B1,144,Palossand,Life Sucker,heal_self,20,,Heal 20 damage from this Pokémon.,70,70
B1,147,Coalossal,Coal Drop,bonus_damage_if_opponent_type,50,grass,"If your opponent's Active Pokémon is a {G} Pokémon, this attack does 50 more damage.",100,100
B1,149,Honchkrow,Evil Admonition,bonus_damage_per_ability_opponent,40,,"This attack does 40 more damage for each of your opponent's Pokémon in play that has an Ability.",40,40
B1,150,Absol,Ominous Claw,flip_reveal_discard_supporter,,,"Flip a coin. If heads, your opponent reveals their hand. Choose a Supporter card you find there and discard it.",50,50
B1,151,Mega Absol ex,Darkness Claw,reveal_discard_supporter,,,Your opponent reveals their hand. Choose a Supporter card you find there and discard it.,80,80
B1,153,Drapion,Stun Poison,flip_inflict_status_both,poisoned_paralyzed,,"Flip a coin. If heads, your opponent's Active Pokémon is now Poisoned and Paralyzed.",50,50
B1,154,Darkrai,Shadow Cage,inflict_effect,retreat_lock,,"During your opponent's next turn, the Defending Pokémon can't retreat.",70,70
B1,157,Hydreigon,Hyper Ray,discard_energy_all,,,Discard all Energy from this Pokémon.,130,130
B1,158,Pangoro,Overdrive Smash,self_boost_next_turn,30,,"During your next turn, this Pokémon's Overdrive Smash attack does +30 damage.",30,30
B1,161,Mareanie,Poison Sting,inflict_status,poisoned,,Your opponent's Active Pokémon is now Poisoned.,,
B1,162,Toxapex,Venoshock,bonus_damage_if_opponent_poisoned,70,,"If your opponent's Active Pokémon is Poisoned, this attack does 70 more damage.",50,50
B1,164,Morgrem,False Surrender,ignore_effects,,,This attack's damage isn't affected by any effects on your opponent's Active Pokémon.,50,50
B1,167,Ferrothorn,Guard Press,reduce_incoming_damage_next_turn,20,,"During your opponent's next turn, this Pokémon takes −20 damage from attacks.",50,50
B1,168,Durant,Bite Together,bonus_damage_if_named_bench,40,Durant,"If Durant is on your Bench, this attack does 40 more damage.",40,40
B1,169,Cobalion,Sacred Sword,self_lock_specific_attack,,,"During your next turn, this Pokémon can't use Sacred Sword.",110,110
B1,174,Melmetal ex,Metal Arms,bonus_damage_if_tool,50,,"If this Pokémon has a Pokémon Tool attached, this attack does 50 more damage.",100,100
B1,175,Corviknight,Iron Wings,discard_energy_specific_reduce_damage,metal,2,"Discard 2 {M} Energy from this Pokémon. During your opponent's next turn, this Pokémon takes −50 damage from attacks.",100,100
B1,176,Druddigon,Giga Claw,flip_do_nothing_if_double_tails,,,"Flip 2 coins. If both of them are tails, this attack does nothing.",120,120
B1,179,Goodra,Spiral Drain,heal_self,40,,Heal 40 damage from this Pokémon.,100,100
B1,182,Pidgeot,Twister,flip_discard_energy_multiple,2,,"Flip 2 coins. For each heads, discard a random Energy from your opponent's Active Pokémon. If both of them are tails, this attack does nothing.",80,80
B1,183,Tauros ex,Wild Tackle,flip_self_damage_if_tails,30,,"Flip a coin. If tails, this Pokémon also does 30 damage to itself.",90,90
B1,185,Aipom,Tail Smash,flip_do_nothing_if_tails,,,"Flip a coin. If tails, this attack does nothing.",40,40
B1,186,Ambipom,Excited Tail,flip_multiplier_tool_bonus,2,30,"Flip 2 coins. This attack does 30 damage for each heads. If this Pokémon has Lucky Mittens attached, flip 4 coins instead.",30,30
B1,187,Miltank,Body Slam,flip_inflict_status_if_heads,paralysis,,"Flip a coin. If heads, your opponent's Active Pokémon is now Paralyzed.",40,40
B1,192,Exploud,Booming Roar,inflict_effect,block_items,,"During your opponent's next turn, they can't play any Item cards from their hand.",90,90
B1,193,Skitty,Play Rough,flip_bonus_damage_if_heads,1,30,"Flip a coin. If heads, this attack does 30 more damage.",10,10
B1,195,Spinda,Dizzying Headbutt,inflict_status_both,confused,,"Both Active Pokémon are now Confused.",30,30
B1,196,Swablu,Sing,inflict_status,asleep,,Your opponent's Active Pokémon is now Asleep.,,
B1,197,Altaria,Do the Wave,bonus_damage_for_each_bench,20,,"This attack does 20 more damage for each of your Benched Pokémon.",20,20
B1,198,Chatot,Sleepy Song,inflict_status,asleep,,Your opponent's Active Pokémon is now Asleep.,30,30
B1,200,Watchog,Biting Fang,flip_bonus_damage_if_heads,1,40,"Flip a coin. If heads, this attack does 40 more damage.",40,40
B1,201,Lillipup,Collect,draw_cards,1,,Draw a card.,,
B1,203,Stoutland,Dangerous Bite,bonus_damage_if_opponent_basic,70,,"If your opponent's Active Pokémon is a Basic Pokémon, this attack does 70 more damage.",70,70
B1,211,Wooloo,Continuous Tumble,flip_until_tails_multiplier,40,,"Flip a coin until you get tails. This attack does 40 damage for each heads.",40,40
B1,212,Dubwool,Boundless Power,cant_attack_next_turn,,,"During your next turn, this Pokémon can't attack.",100,100
B1,227,Beautifly,Skill Dive,bench_damage_one,opponent,50,This attack does 50 damage to 1 of your opponent's Pokémon.,,
B1,232,Magikarp,Waterfall Evolution,auto_evolve_random,,,"Put a random card from your deck that evolves from this Pokémon onto this Pokémon to evolve it.",,
B1,233,Ludicolo,Rhythmic Steps,bonus_damage_if_hand_count,60,"1;3;5","If you have exactly 1, 3, or 5 cards in your hand, this attack does 60 more damage.",60,60
B1,235,Keldeo,Sacred Sword,self_lock_specific_attack,,,"During your next turn, this Pokémon can't use Sacred Sword.",110,110
B1,237,Luxray,Flash Impact,bench_damage_one,self,20,This attack also does 20 damage to 1 of your Benched Pokémon.,110,110
B1,238,Cofagrigus,Soul Shot,discard_from_hand_required,2,,"Discard 2 cards from your hand. If you can't discard 2 cards, this attack does nothing.",120,120
B1,241,Hippowdon,Crashing Fangs,flip_lock_self_if_tails,,,"Flip a coin. If tails, during your next turn, this Pokémon can't attack.",100,100
B1,242,Archeops,Wild Spin,damage_all_opponent_stack,20,,"This attack does 20 damage to each of your opponent's Pokémon. During your next turn, this Pokémon's Wild Spin attack does +20 damage to each of your opponent's Pokémon.",,
B1,244,Honchkrow,Evil Admonition,bonus_damage_per_ability_opponent,40,,"This attack does 40 more damage for each of your opponent's Pokémon in play that has an Ability.",40,40
B1,245,Hydreigon,Hyper Ray,discard_energy_all,,,Discard all Energy from this Pokémon.,130,130
B1,246,Corviknight,Iron Wings,discard_energy_specific_reduce_damage,metal,2,"Discard 2 {M} Energy from this Pokémon. During your opponent's next turn, this Pokémon takes −50 damage from attacks.",100,100
B1,249,Stoutland,Dangerous Bite,bonus_damage_if_opponent_basic,70,,"If your opponent's Active Pokémon is a Basic Pokémon, this attack does 70 more damage.",70,70
B1,251,Mega Pinsir ex,Critical Scissors,flip_bonus_damage_if_heads,1,70,"Flip a coin. If heads, this attack does 70 more damage.",80,80
B1,252,Whimsicott ex,Grass Knot,bonus_damage_per_retreat_cost,30,,"This attack does 30 more damage for each Energy in your opponent's Active Pokémon's Retreat Cost.",40,40
B1,253,Rapidash ex,Sprinting Flare,bench_damage_one,opponent,20,This attack also does 20 damage to 1 of your opponent's Benched Pokémon.,110,110
B1,254,Mega Blaziken ex,Mega Burning,discard_energy_specific_inflict_status,fire,1,"Discard Fire{R} Energy from this Pokémon. Your opponent's Active Pokémon is now Burned.",120,120
B1,255,Mega Gyarados ex,Mega Blaster,discard_top_opponent_deck,3,,Discard the top 3 cards of your opponent's deck.,140,140
B1,258,Mega Ampharos ex,Lightning Lancer,random_multi_target_damage,3,20,"1 of your opponent's Benched Pokémon is chosen at random 3 times. For each time a Pokémon was chosen, also do 20 damage to it.",100,100
B1,259,Mega Altaria ex,Mega Harmony,bonus_damage_for_each_bench,30,,"This attack does 30 more damage for each of your Benched Pokémon.",40,40
B1,260,Indeedee ex,Psychic,bonus_damage_for_each_energy_on_opponent,30,,"This attack does 30 more damage for each Energy attached to your opponent's Active Pokémon.",30,30
B1,261,Hitmonchan ex,Quick Straight,ignore_weakness,,,This attack's damage isn't affected by Weakness.,50,50
B1,262,Mega Absol ex,Darkness Claw,reveal_discard_supporter,,,Your opponent reveals their hand. Choose a Supporter card you find there and discard it.,80,80
B1,264,Melmetal ex,Metal Arms,bonus_damage_if_tool,50,,"If this Pokémon has a Pokémon Tool attached, this attack does 50 more damage.",100,100
B1,265,Tauros ex,Wild Tackle,flip_self_damage_if_tails,30,,"Flip a coin. If tails, this Pokémon also does 30 damage to itself.",90,90
B1,272,Mega Pinsir ex,Critical Scissors,flip_bonus_damage_if_heads,1,70,"Flip a coin. If heads, this attack does 70 more damage.",80,80
B1,273,Whimsicott ex,Grass Knot,bonus_damage_per_retreat_cost,30,,"This attack does 30 more damage for each Energy in your opponent's Active Pokémon's Retreat Cost.",40,40
B1,274,Rapidash ex,Sprinting Flare,bench_damage_one,opponent,20,This attack also does 20 damage to 1 of your opponent's Benched Pokémon.,110,110
B1,277,Mega Ampharos ex,Lightning Lancer,random_multi_target_damage,3,20,"1 of your opponent's Benched Pokémon is chosen at random 3 times. For each time a Pokémon was chosen, also do 20 damage to it.",100,100
B1,278,Indeedee ex,Psychic,bonus_damage_for_each_energy_on_opponent,30,,"This attack does 30 more damage for each Energy attached to your opponent's Active Pokémon.",30,30
B1,279,Hitmonchan ex,Quick Straight,ignore_weakness,,,This attack's damage isn't affected by Weakness.,50,50
B1,280,Mega Absol ex,Darkness Claw,reveal_discard_supporter,,,Your opponent reveals their hand. Choose a Supporter card you find there and discard it.,80,80
B1,282,Melmetal ex,Metal Arms,bonus_damage_if_tool,50,,"If this Pokémon has a Pokémon Tool attached, this attack does 50 more damage.",100,100
B1,283,Tauros ex,Wild Tackle,flip_self_damage_if_tails,30,,"Flip a coin. If tails, this Pokémon also does 30 damage to itself.",90,90
B1,284,Mega Blaziken ex,Mega Burning,discard_energy_specific_inflict_status,fire,1,"Discard Fire{R} Energy from this Pokémon. Your opponent's Active Pokémon is now Burned.",120,120
B1,285,Mega Gyarados ex,Mega Blaster,discard_top_opponent_deck,3,,Discard the top 3 cards of your opponent's deck.,140,140
B1,286,Mega Altaria ex,Mega Harmony,bonus_damage_for_each_bench,30,,"This attack does 30 more damage for each of your Benched Pokémon.",40,40
B1,290,Rowlet,Skill Dive,bench_damage_one,opponent,10,This attack does 10 damage to 1 of your opponent's Pokémon.,,
B1,291,Dartrix,Skill Dive,bench_damage_one,opponent,20,This attack does 20 damage to 1 of your opponent's Pokémon.,,
B1,292,Moltres,Sky Attack,flip_do_nothing_if_tails,,,"Flip a coin. If tails, this attack does nothing.",130,130
B1,293,Litten,Heat Tackle,self_damage_fixed_amount,10,,This Pokémon also does 10 damage to itself.,30,30
B1,294,Torracat,Heat Tackle,self_damage_fixed_amount,10,,This Pokémon also does 10 damage to itself.,40,40
B1,295,Poliwag,Call for Family,search_specific_into_bench,Poliwag,,Put 1 random Poliwag from your deck onto your Bench.,,
B1,298,Articuno,Ice Beam,flip_inflict_status_if_heads,paralysis,,"Flip a coin. If heads, your opponent's Active Pokémon is now Paralyzed.",60,60
B1,299,Manaphy,Oceanic Gift,attach_energy_to_multiple_bench,water,2,"Choose 2 of your Benched Pokémon. For each of those Pokémon, take a {W} Energy from your Energy Zone and attach it to that Pokémon.",,
B1,300,Popplio,Sing,inflict_status,asleep,,Your opponent's Active Pokémon is now Asleep.,,
B1,302,Zapdos,Raging Thunder,bench_damage_one,self,30,This attack also does 30 damage to 1 of your Benched Pokémon.,100,100
B1,309,Golem,Guard Press,reduce_incoming_damage_next_turn,30,,"During your opponent's next turn, this Pokémon takes −30 damage from attacks.",120,120
B1,310,Rockruff,Signs of Evolution,search_evolution_of_self,,,"Put a random card that evolves from Rockruff from your deck into your hand.",,
B1,312,Meowth,Pay Day,draw_cards,1,,Draw a card.,10,10
B1,313,Persian,Shadow Claw,flip_discard_random_from_opponent_hand,1,,"Flip a coin. If heads, discard a random card from your opponent's hand.",40,40
B1,316,Bidoof,Super Fang,halve_opponent_hp,,,"Halve your opponent's Active Pokémon's remaining HP, rounded down.",,
B1,317,Decidueye ex,Pierce the Pain,bench_damage_to_damaged_only,100,,"This attack does 100 damage to 1 of your opponent's Pokémon that have damage on them.",,
B1,318,Incineroar ex,Fire Fang,inflict_status,burned,,Your opponent's Active Pokémon is now Burned.,30,30
B1,318,Incineroar ex,Scar-Charged Smash,bonus_damage_if_self_damaged,60,,"If this Pokémon has damage on it, this attack does 60 more damage.",80,80
B1,319,Palkia ex,Dimensional Storm,discard_energy_and_bench_damage,water,3|20,Discard 3 {W} Energy from this Pokémon. This attack also does 20 damage to each of your opponent's Benched Pokémon.,150,150
B1,320,Primarina ex,Hydro Pump,extra_damage_if_extra_energy_attached,water,1|40,"If this Pokémon has at least 1 extra {W} Energy attached, this attack does 40 more damage.",40,40
B1,320,Primarina ex,Sparkling Aria,heal_self,20,,Heal 20 damage from this Pokémon.,100,100
B1,321,Pikachu ex,Thunderbolt,discard_energy_all,,,Discard all Energy from this Pokémon.,150,150
B1,322,Tapu Koko ex,Plasma Hurricane,attach_energy_from_zone,lightning,1,Take a {L} Energy from your Energy Zone and attach it to this Pokémon.,20,20
B1,323,Lycanroc ex,Lycanfang,discard_energy_specific,fighting,1,Discard a {F} Energy from this Pokémon.,130,130
B1,325,Alolan Dugtrio ex,Triplet Headbutt,flip_multiplier,3,60,Flip 3 coins. This attack does 60 damage for each heads.,60,60
B1,326,Dialga ex,Metallic Turbo,attach_multiple_energy_to_bench_one,metal,2,Take 2 {M} Energy from your Energy Zone and attach it to 1 of your Benched Pokémon.,30,30
B1,327,Bibarel ex,Carefree Press,heal_self,30,,Heal 30 damage from this Pokémon.,100,100
B1,328,Arceus ex,Ultimate Force,bonus_damage_for_each_bench,20,,"This attack does 20 more damage for each of your Benched Pokémon.",70,70
